store,substore,brand,stage,url,rpc,product_description,review_id,review_date,username,review_text,review_rating,variant_1,variant_2,variants,image_url
JD,雀巢官方专卖店,Gerber,,http://item.jd.com/25050683514.html,25050683514,嘉宝(Gerber) 婴幼儿米粉 宝宝辅食 有机原味营养米粉,11341167976.0,2018-03-25T15:14:54,我六,好快啊，物流也快，宝宝的成长也快，一转眼就要吃米粉了，信赖京东,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t18079/272/1033746563/339598/88faa2cf/5ab74c6eN240b9212.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t18079/272/1033746563/339598/88faa2cf/5ab74c6eN240b9212.jpg
JD,嘉宝京东自营旗舰店,Gerber,2段,https://item.jd.com/1240024.html,1240024,嘉宝(Gerber ) 豌豆营养米粉二段(6个月至36个月适用) 225g,11288049015.0,2018-03-07 11:01:45,绵山,终于收到我需要的宝贝了，东西很好，价美物廉，谢谢！说实在，这是我购物来让我很满意的一次购物。无论是客服的态度还是对物品，我都非常满意的。客服态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向客服表示由衷的敬意，这样的好客服可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指。下次需要的时候我还会再来的，到时候麻烦给个优惠哦！送货小哥很给力，速度快，电话联系，送货到家，准时送达，五星好评！！！,5.0,豌豆,1.0,,
JD,雀巢母婴京东自营旗舰店,NAN,3段,http://item.jd.com/4007909.html,4007909,雀巢（nestle）能恩 幼儿配方奶粉 3段（12-36个月婴儿适用）1200克三联装（新包装）,11301795517.0,2018-03-11T23:40:50,z9,东西是正品，和超市的一样，京东值得信赖，速度很快，非常方便，晚上买的，第二天早上就到了，会继续关注买了很多和超市的一样，价格实惠，值得推荐,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16996/85/761366361/160348/d0e328b1/5aa54e01N8c73d6ee.jpg
JD,嘉宝京东自营旗舰店,Gerber,1段,http://item.jd.com/6084935.html,6084935,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 有机原味营养米粉一段(辅食添加初期）- 加量装225g,11352246787.0,2018-03-29T11:46:52,j1,国产的，但是没关系，宝宝爱吃。就是好，故事讲述主角纠缠在情绪不稳定且患有精神疾病的直子和开朗活泼的小林绿子之间，展开了自我成长的旅程。,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t19246/146/1125022201/383597/c94a976e/5abc65b7Ncdbc7851.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t19246/146/1125022201/383597/c94a976e/5abc65b7Ncdbc7851.jpg
JD,嘉宝京东自营旗舰店,Gerber,1段,http://item.jd.com/255798.html,255798,嘉宝(Gerber ) 胡萝卜营养米粉一段(辅食添加初期) 225g,11297066956.0,2018-03-10T12:34:31,wy,宝贝爱吃一下买了两罐,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t19360/275/715152380/88466/54a5d19/5aa36057Nd5cd2136.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t19360/275/715152380/88466/54a5d19/5aa36057Nd5cd2136.jpg
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/6078298.html,6078298,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 有机香蕉苹果营养米粉二段(6个月至36个月适用) - 加量装225g,11309885136.0,2018-03-14T18:52:51,jl,嘉宝米粉真的挺好的 试试有机的味道挺清香的,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16345/291/2262264936/96703/936890a2/5aa8ff03N3ab8838b.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16345/291/2262264936/96703/936890a2/5aa8ff03N3ab8838b.jpg
JD,嘉宝京东自营旗舰店,Gerber,3段,http://item.jd.com/255802.html,255802,嘉宝(Gerber ) 燕麦营养米粉三段(8个月至36个月适用) 225g,11326330486.0,2018-03-20T12:08:10,X1,还可以,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t18019/322/952656150/172218/8f432ea6/5ab09e27Na326c5e9.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t18019/322/952656150/172218/8f432ea6/5ab09e27Na326c5e9.jpg
JD,雀巢母婴京东自营旗舰店,NAN,4段,http://item.jd.com/1080961.html,1080961,雀巢（nestle）能恩 蜂蜜口味儿童配方奶粉 4段（3岁以上儿童适用）400克(新老包装随机发货),11319830712.0,2018-03-18T09:38:45,y1,比之前喝的奶粉甜一点，可能是加有蜂蜜得原因,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t15835/291/2512675637/59211/ad2ca5be/5aaddb32N91dca989.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t15835/291/2512675637/59211/ad2ca5be/5aaddb32N91dca989.jpg
JD,嘉宝京东自营旗舰店,Gerber,1段,https://item.jd.com/1140667.html,1140667,嘉宝(Gerber ) 钙铁锌营养麦粉一段(辅食添加初期) 225g,11314904518.0,2018-03-16 14:16:10,苹机,第一次买牛肉口味的，担心宝宝不喜欢，结果证明我是多想了,5.0,钙铁锌,1.0,,
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/255800.html,255800,嘉宝(Gerber ) 缤纷水果营养米粉二段(6个月至36个月适用) 225g,11347369311.0,2018-03-27T16:49:34,jb,京东的东西都很好，一直在买,5,,,,
Tmall,天猫超市,Gerber,1段,https://chaoshi.detail.tmall.com/item.htm?id=536847031903,536847031903,Gerber嘉宝米粉 1段 两罐组合 营养原味+钙铁锌,344717855569.0,2018-03-31T11:01:46,l5,买了很多次，信赖天猫超市,,,,,
JD,嘉宝京东自营旗舰店,Gerber,2段,https://item.jd.com/255800.html,255800,嘉宝(Gerber ) 缤纷水果营养米粉二段(6个月至36个月适用) 225g,11292312552.0,2018-03-08 18:40:45,ji,宝宝爱吃的米粉，吃完就买。信任京东，快递服务速度流。,5.0,缤纷水果,1.0,,
Tmall,gerber嘉宝旗舰店,Gerber,2段,https://detail.tmall.com/item.htm?id=563248300822,563248300822,Gerber嘉宝米粉2段 水果+燕麦西梅+香蕉苹果营养米粉米糊婴儿辅食-tmall.com天猫,343528671397.0,2018-03-20 23:32:56,一8,还不错，孩子喜欢吃,,,,,
JD,雀巢官方专卖店,NAN,3段,https://item.jd.com/12423814698.html,12423814698,雀巢（NESTLE） 能恩 幼儿配方奶粉 3段（12-36个月） 1200g*1,11296018255.0,2018-03-09 23:02:26,j1,宝贝很好  京东物美价廉  支持京东 希望越做越好,5.0,1200g*1,,,
Tmall,雀巢母婴官方旗舰店,NAN,3段,https://detail.tmall.com/item.htm?id=23477636937,23477636937,【雀巢官方】雀巢能恩3 幼儿配方奶粉 3段（12-36个月）400克*4,342570112174.0,2018-03-12T08:10:44,踏1,很好，和我在实体店买的一样。,,,,,
Tmall,gerber嘉宝旗舰店,Gerber,1段,https://detail.tmall.com/item.htm?id=562830496721,562830496721,嘉宝Gerber营养米粉米糊225g罐装1阶段6个月初期-tmall.com天猫,342484452529.0,2018-03-11 10:24:29,a2,包装上档次，里面配备了汤匙，马上泡给娃吃，口感不错，希望娃过几天能接受米糊。,,,,,
JD,嘉宝京东自营旗舰店,Gerber,3段,http://item.jd.com/1240027.html,1240027,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 混合蔬菜营养米粉三段(8个月至36个月适用) 225g,11357515412.0,2018-03-31T09:56:50,lx,比亨氏 喜宝的粉要更细，儿子比较喜欢 还可以,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t18376/281/1151221967/153128/711ee458/5abeeae2N4890e1cc.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t18376/281/1151221967/153128/711ee458/5abeeae2N4890e1cc.jpg
JD,嘉宝京东自营旗舰店,Gerber,1段,https://item.jd.com/255797.html,255797,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 原味营养米粉一段(辅食添加初期） 225g,11320849846.0,2018-03-18 15:30:34,j4,我每次买米粉就这个不错我感觉孩子喝了多长肉！质量我放心,5.0,原味,1.0,,
JD,嘉宝京东自营旗舰店,Gerber,3段,http://item.jd.com/1240027.html,1240027,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 混合蔬菜营养米粉三段(8个月至36个月适用) 225g,11351528080.0,2018-03-29T07:03:14,n花,特别特别差，罐子都是憋的，之后在沃尔玛买的,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t18946/220/1136362502/57156/2633ac8e/5abc2956N9feb23a6.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t18946/220/1136362502/57156/2633ac8e/5abc2956N9feb23a6.jpg
JD,雀巢母婴京东自营旗舰店,NAN,3段,http://item.jd.com/4712762.html,4712762,雀巢（nestle）能恩 幼儿配方奶粉 3段（12-36个月婴儿适用）400克（新老包装随机发货）,11344351474.0,2018-03-26T16:38:10,ju,店家服务细心，物流给力，给店家全五分，也赞一个,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16489/204/2666818222/105082/a028c4af/5ab8b602N8bd53c44.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16489/204/2666818222/105082/a028c4af/5ab8b602N8bd53c44.jpg
JD,雀巢母婴京东自营旗舰店,NAN,2段,http://item.jd.com/4712778.html,4712778,雀巢（nestle）能恩 较大婴儿及幼儿配方奶粉 2段（6-12个月婴儿适用）900克（新包装）,11325323052.0,2018-03-19T23:53:52,j5,很好的卖家，价格也更实惠，以后还会再来光顾的。,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,1段,http://item.jd.com/6084935.html,6084935,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 有机原味营养米粉一段(辅食添加初期）- 加量装225g,11329911411.0,2018-03-21T15:39:26,j3,宝宝六个月时第一口辅食就是他，现在快八个月了，一直吃这款，国产不错,5,,,,
Suning,嘉宝官方旗舰店,Gerber,3段,https://product.suning.com/0030000266/123999590.html,123999590,自营 嘉宝 (Gerber )混合蔬菜营养米粉米糊225g罐装3阶段(适合8-36个月) 宝宝辅食 活性益生菌+益生元,,2018-03-10T21:47:52,nan,味道挺好的，小孩喜欢吃，不错！,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,3段,http://item.jd.com/4080239.html,4080239,嘉宝(Gerber )混合谷物营养麦粉三段(8个月至36个月适用)225g,11312345972.0,2018-03-15T16:05:04,1314521李大乖,相信京东，质量放心，送货快，方便快捷，一如既往的喜欢。,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16096/212/2413907833/102603/87fae19d/5aaa321fNac5b75d7.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16096/212/2413907833/102603/87fae19d/5aaa321fNac5b75d7.jpg
JD,雀巢母婴京东自营旗舰店,NAN HA,3段,http://item.jd.com/3849865.html,3849865,雀巢（nestle）超级能恩 幼儿配方奶粉 3段（12-36个月适用）800克（德国原装进口）（新老包装随机发货）,11341771488.0,2018-03-25T18:57:13,jb,宝宝喝完效果特别好，而且宝宝挺喜欢喝这个滴,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t18925/1/1006555652/192379/9eddcc9b/5ab78833Ne1eb982e.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t18925/1/1006555652/192379/9eddcc9b/5ab78833Ne1eb982e.jpg
Suning,嘉宝官方旗舰店,Gerber,2段,https://product.suning.com/0030000266/102461575.html,102461575,自营 嘉宝 （Gerber） 缤纷水果营养米粉米糊225g罐装2阶段(适合6-36个月) 宝宝辅食 活性益生菌+益生元,,2018-03-13T18:08:47,nan,搞活动买的，很划算，苏宁多点活动就好了,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,3段,http://item.jd.com/255803.html,255803,嘉宝(Gerber ) 番茄牛肉营养米粉三段(8个月至36个月适用) 225g,11355802877.0,2018-03-30T15:52:36,s1,价格不错，值得拥有，哈哈哈,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,1段,https://item.jd.com/255797.html,255797,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 原味营养米粉一段(辅食添加初期） 225g,11321363905.0,2018-03-18 18:27:20,雪S,还可以吧，质量可以，服务可以。,5.0,原味,1.0,,
Tmall,gerber嘉宝旗舰店,Gerber,3段,https://detail.tmall.com/item.htm?id=563494735279,563494735279,Gerber嘉宝米粉3段 番茄牛肉+鳕鱼+蔬菜营养米粉米糊婴儿辅食荤素-tmall.com天猫,343898728977.0,2018-03-24 11:05:29,黑队,正品，品种齐全，实惠，下次再来。,,,,,
JD,嘉宝京东自营旗舰店,Gerber,3段,https://item.jd.com/255803.html,255803,嘉宝(Gerber ) 番茄牛肉营养米粉三段(8个月至36个月适用) 225g,11317999486.0,2018-03-17 15:32:07,丽锋,吃过好几盒了,4.0,番茄牛肉,1.0,,
Tmall,天猫苏宁旗舰店,NAN,3段,https://detail.tmall.com/item.htm?id=550045667246,550045667246,雀巢Nestle能恩3段900g婴儿幼儿配方奶粉宝宝奶粉（12-36个月）-tmall.com天猫,341888043706.0,2018-03-02 10:29:34,固0,年前宝贝的奶粉没有了，幸好苏宁没有放假。买了两桶。比实体店的便宜。,,,,,
Tmall,gerber嘉宝旗舰店,Gerber,2段,https://detail.tmall.com/item.htm?id=563088407802,563088407802,Gerber嘉宝米粉2段 缤纷水果营养米粉米糊 婴儿辅食宝宝 6-36个月-tmall.com天猫,342875351128.0,2018-03-15 08:12:31,亲念,好,,,,,
JD,嘉宝京东自营旗舰店,Gerber,1段,http://item.jd.com/1140667.html,1140667,嘉宝(Gerber ) 钙铁锌营养麦粉一段(辅食添加初期) 225g,11328503273.0,2018-03-21T06:54:12,j8,大牌子应该比较放心，简单易冲，包装好。,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t18616/103/919335867/205905/dc37d182/5ab19114N1d0e1c1d.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t18616/103/919335867/205905/dc37d182/5ab19114N1d0e1c1d.jpg
JD,雀巢母婴京东自营旗舰店,NAN,4段,http://item.jd.com/1080962.html,1080962,雀巢（nestle）能恩 蜂蜜口味儿童配方奶粉 4段（3岁以上儿童适用）900克(新老包装随机发货),11305173307.0,2018-03-13T08:51:07,je,虽然是第一次购买，但是小孩很喜欢吃，以后就买这个牌子了，推荐购买,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t17836/165/774319618/331614/42b904c2/5aa7207bNfb77aa36.jpg
Suning,雀巢母婴自营旗舰店,NAN HA,2段,http://product.suning.com/0030000198/600017407.html,600017407,自营 雀巢（Nestle）超级能恩2较大婴儿和幼儿配方奶粉 2段（6-12个月）800克 德国原装进口,,2018-03-20T05:52:28,nan,客服非常专业、热情、素质高。这次购物很愉快。快递也不错,5,,,,
Tmall,gerber嘉宝旗舰店,Gerber,1段,https://detail.tmall.com/item.htm?id=562960624385,562960624385,Gerber嘉宝米粉1段 原味+钙铁锌+胡萝卜营养米粉米糊 婴儿辅食-tmall.com天猫,344378423721.0,2018-03-29 03:49:22,l8,5个月宝宝奶水不够奶粉不肯吃，就想买米糊吃点，泡好挺细腻的，不过也有点颗粒，没泡开，宝宝还没喜欢上吃,,,,,
Tmall,天猫超市,Gerber,2段,https://chaoshi.detail.tmall.com/item.htm?id=520272726233,520272726233,Gerber嘉宝米粉2段燕麦西梅麦粉225g 婴幼儿宝宝辅食,342646221096.0,2018-03-12T23:15:07,l9,希望是正品,,,,,//img.alicdn.com/bao/uploaded/i2/0/TB2rCJTaTdYBeNkSmLyXXXfnVXa_!!0-rate.jpg
JD,雀巢母婴京东自营旗舰店,NAN,2段,https://item.jd.com/4007911.html,4007911,雀巢（nestle）能恩 较大婴儿配方奶粉 2段（6-12个月婴儿适用）1200克三联装,11278777799.0,2018-03-04 07:49:31,序东,非常满意，一直信赖雀巢奶粉。,5.0,2段1200g,,,
JD,雀巢母婴京东自营旗舰店,NAN,3段,http://item.jd.com/4712736.html,4712736,雀巢（nestle）能恩 幼儿配方奶粉 3段（12-36个月婴儿适用）900克（新老包装随机发货）,11357635883.0,2018-03-31T10:37:18,js,大小合适，整体感觉不错，做工和质量非常好，款式也好看呢，物有所值,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t18295/359/1183086181/88588/6ca7d2a/5abefeedN473a0a8d.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t18295/359/1183086181/88588/6ca7d2a/5abefeedN473a0a8d.jpg
JD,雀巢母婴京东自营旗舰店,NAN,3段,http://item.jd.com/4007909.html,4007909,雀巢（nestle）能恩 幼儿配方奶粉 3段（12-36个月婴儿适用）1200克三联装（新包装）,11301795517.0,2018-03-11T23:40:50,z9,东西是正品，和超市的一样，京东值得信赖，速度很快，非常方便，晚上买的，第二天早上就到了，会继续关注买了很多和超市的一样，价格实惠，值得推荐,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16996/85/761366361/160348/d0e328b1/5aa54e01N8c73d6ee.jpg
Tmall,gerber嘉宝旗舰店,Gerber,,https://detail.tmall.com/item.htm?id=563494735279,563494735279,嘉宝番茄牛肉 鳕鱼蔬菜 混合蔬菜营养米粉米糊225g*3罐装8-36个月-tmall.com天猫,342525198073.0,2018-03-11 16:09:52,d8,物流很给力，包装很好，朋友介绍的，很喜欢。赞一 个，谢谢送的学饮杯。,,,,,
JD,雀巢母婴京东自营旗舰店,NAN,4段,http://item.jd.com/1080962.html,1080962,雀巢（nestle）能恩 蜂蜜口味儿童配方奶粉 4段（3岁以上儿童适用）900克(新老包装随机发货),11330604032.0,2018-03-21T19:44:45,h1,不错，以后还会再买！,5,,,,
Tmall,天猫超市,Gerber,3段,https://chaoshi.detail.tmall.com/item.htm?id=520270401714,520270401714,Gerber嘉宝米粉3段混合蔬菜米粉225g 婴幼儿宝宝辅食,342669090361.0,2018-03-13T10:06:56,延司,宝宝还没吃，看着包装还不错，不知道吃了咋样？待评价。。。。,,,,,
JD,嘉宝京东自营旗舰店,Gerber,3段,http://item.jd.com/1240027.html,1240027,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 混合蔬菜营养米粉三段(8个月至36个月适用) 225g,11301722638.0,2018-03-11T23:01:22,n8,好像换了包装？还没有吃，相信嘉宝这个牌子！,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/6078298.html,6078298,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 有机香蕉苹果营养米粉二段(6个月至36个月适用) - 加量装225g,11351520040.0,2018-03-29T06:54:38,a8,一直在買，寶寶愛吃，很不錯。,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16747/121/1122756962/248592/a4b9ecf5/5abc260fN3943385a.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16747/121/1122756962/248592/a4b9ecf5/5abc260fN3943385a.jpg
JD,嘉宝京东自营旗舰店,Gerber,3段,http://item.jd.com/255803.html,255803,嘉宝(Gerber ) 番茄牛肉营养米粉三段(8个月至36个月适用) 225g,11300260046.0,2018-03-11T14:34:35,心宝,给宝宝购买的，方便卫生还有营养，宝宝添加辅食后米粉一直吃的嘉宝的，赞?,5,,,,
Suning,雀巢母婴自营旗舰店,NAN,3段,http://product.suning.com/0030000198/610800875.html,610800875,自营 雀巢 (Nestle) 能恩3 幼儿配方奶粉 3段（12-36个月）900克,,2018-03-30T10:14:19,nan,很不错，物流很快，奶粉喝的放心,5,,,,
Tmall,天猫超市,Gerber,2段,https://chaoshi.detail.tmall.com/item.htm?id=13082654232,13082654232,Gerber嘉宝米粉2段缤纷水果米粉225g 婴幼儿宝宝辅食,342639529395.0,2018-03-12T10:00:00,zy,很细腻，但是宝宝不是很爱吃,,,,,
JD,嘉宝京东自营旗舰店,Gerber,1段,http://item.jd.com/1140667.html,1140667,嘉宝(Gerber ) 钙铁锌营养麦粉一段(辅食添加初期) 225g,11304553961.0,2018-03-12T21:47:39,888墨,货收到，相信自营。。,5,,,,
JD,雀巢母婴京东自营旗舰店,NAN HA,3段,http://item.jd.com/3849865.html,3849865,雀巢（nestle）超级能恩 幼儿配方奶粉 3段（12-36个月适用）800克（德国原装进口）（新老包装随机发货）,11309780591.0,2018-03-14T18:13:25,jm,不错，支持京东没毛病！！！,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16894/123/828831507/86376/cee1adb5/5aa8f6e3N511d4bcc.jpg
JD,雀巢母婴京东自营旗舰店,NAN,3段,https://item.jd.com/4712762.html,4712762,雀巢（nestle）能恩 幼儿配方奶粉 3段（12-36个月婴儿适用）400克（新老包装随机发货）,11281044097.0,2018-03-04 21:27:24,jw,宝贝与卖家描述的一样，质量不错，很满意，很喜欢,5.0,3段400g,,,
JD,雀巢官方专卖店,NAN,3段,http://item.jd.com/12400757767.html,12400757767,雀巢（NESTLE） 能恩 幼儿配方奶粉 3段（12-36个月婴儿） 2罐装,11353790335.0,2018-03-29T20:49:32,jN,吃这个牌子，经济划算，比较实惠，这次满减买的。,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t19777/303/1129959531/75310/b9afaf3f/5abddee8N63b359e0.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t19777/303/1129959531/75310/b9afaf3f/5abddee8N63b359e0.jpg
JD,雀巢官方专卖店,NAN HA,3段,http://item.jd.com/13638853955.html,13638853955,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*2罐,11324956304.0,2018-03-19T21:24:37,j3,送货快！对比一下，和个人卖家比，肯定价格不是最优惠的，超还有旗舰店比，还是很有优势的。对于孩子吃的东西，还是大牌子踏实些。从小一直喝这个牌子。,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16423/349/2537231002/15898/a42258c9/5aafba07Nd79219df.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16423/349/2537231002/15898/a42258c9/5aafba07Nd79219df.jpg
JD,雀巢母婴京东自营旗舰店,NAN,2段,https://item.jd.com/4712778.html,4712778,雀巢（nestle）能恩 较大婴儿及幼儿配方奶粉 2段（6-12个月婴儿适用）900克（新包装）,11279851834.0,2018-03-04 14:34:44,ju,收到奶粉了，包装精美，送货及时，京东购物放心。,5.0,2段900g,,,
Suning,雀巢母婴自营旗舰店,NAN HA,3段,http://product.suning.com/0030000198/600017408.html,600017408,自营 雀巢（Nestle）超级能恩3幼儿配方奶粉 3段（12-36个月）800克 德国原装进口,,2018-03-26T17:12:07,nan,好,5,,,,
Tmall,天猫超市,NAN HA,3段,https://chaoshi.detail.tmall.com/item.htm?id=557252321309,557252321309,Nestle/雀巢 超级能恩3段婴幼儿配方进口奶粉 800g/罐,342864797057.0,2018-03-15T10:48:40,y1,方便快捷 物美价廉 好东西要分享 会一直回购的,,,,,
Suning,雀巢母婴自营旗舰店,NAN HA,3段,http://product.suning.com/0030000198/103721215.html,103721215,自营 雀巢Nestle超级能恩3幼儿配方奶粉 3段（12-36个月）800克 德国原装进口,,2018-03-20T05:26:43,nan,非常不错的商品。质量好,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/255800.html,255800,嘉宝(Gerber ) 缤纷水果营养米粉二段(6个月至36个月适用) 225g,11301884258.0,2018-03-12T01:24:58,s1,还是挺爱吃的，已经吃了一罐了，这是第二关和第三关了,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,3段,http://item.jd.com/1240027.html,1240027,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 混合蔬菜营养米粉三段(8个月至36个月适用) 225g,11308018728.0,2018-03-14T08:13:19,竹6,一直用嘉宝,5,,,,
Tmall,gerber嘉宝旗舰店,Gerber,1段,https://detail.tmall.com/item.htm?id=562960624385,562960624385,Gerber嘉宝米粉1段 原味+钙铁锌+胡萝卜营养米粉米糊 婴儿辅食-tmall.com天猫,344368642960.0,2018-03-28 11:42:28,p0,虽然包装罐和实体店不希望。老板说是新包装。应该是正品，挺划算！,,,,,
JD,雀巢母婴京东自营旗舰店,NAN,4段,http://item.jd.com/1080961.html,1080961,雀巢（nestle）能恩 蜂蜜口味儿童配方奶粉 4段（3岁以上儿童适用）400克(新老包装随机发货),11354340914.0,2018-03-30T03:10:27,jo,包装也没有任何破损。超级棒的质量，物有所值。,5,,,,
JD,雀巢母婴京东自营旗舰店,NAN,2段,http://item.jd.com/4712778.html,4712778,雀巢（nestle）能恩 较大婴儿及幼儿配方奶粉 2段（6-12个月婴儿适用）900克（新包装）,11325256645.0,2018-03-19T23:14:15,q8,宝贝收到了，卖家发货很快，选得物流也很速度。质量非常好，物美价廉，非常满意。5分好评,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,3段,http://item.jd.com/255803.html,255803,嘉宝(Gerber ) 番茄牛肉营养米粉三段(8个月至36个月适用) 225g,11339059321.0,2018-03-24T19:14:00,ju,孩子很愿意吃，会再来买的！好评！,5,,,,
Tmall,gerber嘉宝旗舰店,Gerber,1段,https://detail.tmall.com/item.htm?id=563008974246,563008974246,Gerber嘉宝米糊1段 婴儿胡萝卜营养米粉米糊宝宝辅食国产6-36个月,344544546356.0,2018-03-30T10:53:05,茵l,买了很多很多罐了，也吃了很多，吃完再接着买，宝宝很爱吃嘉宝米粉,,,,,//img.alicdn.com/bao/uploaded/i2/0/TB2vIclhkKWBuNjy1zjXXcOypXa_!!0-rate.jpg
Tmall,gerber嘉宝旗舰店,Gerber,2段,https://detail.tmall.com/item.htm?id=563348701369,563348701369,Gerber嘉宝米粉2段 香蕉苹果+菠菜+原味营养米粉米糊婴儿辅食二段,343971385104.0,2018-03-25T07:46:23,n1,给我家小宝买的，买了两组，价格很实惠，就是服务态度欠了些，少发了两罐也不说，等到我问了再说分两个包裹发，而且那个包裹还没发出,,,,,
Tmall,天猫超市,Gerber,3段,https://chaoshi.detail.tmall.com/item.htm?id=14023480446,14023480446,Gerber嘉宝米粉3段番茄牛肉米粉225g 婴幼儿宝宝辅食-天猫超市-天猫Tmall.com-上天猫，就购了-理想生活上天猫,341799779861.0,2018-03-01 15:29:25,v娇,第一次购买，不知道女儿吃的怎么样,,,,,
JD,雀巢母婴京东自营旗舰店,NAN HA,1段,http://item.jd.com/4396232.html,4396232,雀巢（nestle）超级能恩 婴儿配方奶粉 1段（0-12个月适用）800克（德国原装进口）（新老包装随机发货）,11334434260.0,2018-03-23T07:45:54,小1,大宝小时候吃的就是这款奶粉，现在买来给二宝吃，第一次加奶粉竟然吃了，挺好的,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16552/29/2568499959/152518/a64a3cc7/5ab462d2N1b52a7f9.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16552/29/2568499959/152518/a64a3cc7/5ab462d2N1b52a7f9.jpg
Suning,雀巢母婴自营旗舰店,NAN HA,2段,http://product.suning.com/0030000198/600017407.html,600017407,自营 雀巢（Nestle）超级能恩2较大婴儿和幼儿配方奶粉 2段（6-12个月）800克 德国原装进口,,2018-03-17T16:49:52,nan,客服非常专业、热情、素质高。这次购物很愉快。快递也不错,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,1段,http://item.jd.com/255798.html,255798,嘉宝(Gerber ) 胡萝卜营养米粉一段(辅食添加初期) 225g,11305308602.0,2018-03-13T09:36:35,x5,东西不错！,5,,,,
Tmall,天猫苏宁旗舰店,Gerber,2段,https://detail.tmall.com/item.htm?id=551936745363,551936745363,嘉宝 缤纷水果营养米粉米糊225g罐装2阶段 婴幼儿辅食宝宝米粉-tmall.com天猫,343250370468.0,2018-03-18 22:47:32,la,很好,,,,,
